win_num,win_start,win_end,CNVs,unique_count_groupA,unique_count_not_groupA
3895,38940001,38950000.0,"[38941389, 38942176, 38945580, 38945936]",0,6
3896,38950001,38960000.0,"[38942176, 38945580, 38945936, 38953605, 38959595]",1,31
3897,38960001,38970000.0,"[38942176, 38945936, 38953605, 38959595]",1,30
3898,38970001,38980000.0,"[38942176, 38945936, 38959595, 38971281, 38972800, 38978105]",0,9
3899,38980001,38990000.0,"[38942176, 38945936, 38959595, 38978105, 38982834, 38984406, 38989189]",9108,119157
3900,38990001,39000000.0,"[38942176, 38945936]",0,4
3901,39000001,39010000.0,"[38942176, 38945936, 39008305]",5,22
3902,39010001,39020000.0,"[38942176, 38945936, 39008305, 39010669, 39019046]",5,60
3903,39020001,39030000.0,"[38942176, 38945936, 39019046]",0,5
3904,39030001,39040000.0,"[38942176, 38945936, 39038780]",0,5
3905,39040001,39050000.0,"[38942176, 38945936, 39044682, 39048896]",0,6
3906,39050001,39060000.0,"[38945936, 39052448, 39053476, 39053727]",1,8
3907,39060001,39070000.0,"[38945936, 39053476, 39064551]",0,8
3908,39070001,39080000.0,"[39074172, 39075197, 39078079]",0,4
3909,39080001,39090000.0,"[39078079, 39081156, 39081289, 39081931, 39081960, 39085373]",0,8
3910,39090001,39100000.0,"[39081960, 39091552]",0,4
3911,39100001,39110000.0,"[39081960, 39106378, 39108352]",0,3
3912,39110001,39120000.0,"[39081960, 39106378, 39108352, 39115636]",0,6
3913,39120001,39130000.0,"[39081960, 39115636, 39122304]",0,5
3914,39130001,39140000.0,"[39081960, 39137132]",0,2
3915,39140001,39150000.0,"[39081960, 39143909, 39145765]",0,6
3916,39150001,39160000.0,"[39081960, 39150079]",0,2
3917,39160001,39170000.0,"[39081960, 39161503, 39163180, 39164262]",1,4
3918,39170001,39180000.0,"[39081960, 39163180, 39164262, 39170896]",1,3
3919,39180001,39190000.0,"[39081960, 39164262]",1,1
3920,39190001,39200000.0,"[39081960, 39164262, 39190229, 39192392]",2,10
3921,39200001,39210000.0,"[39081960, 39202210, 39204402, 39205157, 39208066, 39208282]",2,89
3922,39210001,39220000.0,"[39081960, 39205157, 39208282, 39210908, 39212460]",0,6
3923,39220001,39230000.0,"[39081960, 39220482, 39221661, 39225068]",0,5
3924,39230001,39240000.0,[39233186],0,1
3925,39240001,39250000.0,[39241628],0,1
3926,39250001,39260000.0,[39258730],0,1
3927,39260001,39270000.0,"[39262499, 39265928]",0,3
3928,39270001,39280000.0,"[39265928, 39271462]",0,2
3929,39280001,39290000.0,[39285196],0,1
3930,39290001,39300000.0,[39292326],0,1
3931,39300001,39310000.0,"[39292326, 39303205, 39305596]",1,3
3932,39310001,39320000.0,"[39305596, 39316268, 39317585, 39318890]",1,5
3933,39320001,39330000.0,"[39316268, 39321015]",0,2
3934,39330001,39340000.0,"[39321015, 39335821, 39339291]",0,5
3935,39340001,39350000.0,[39344674],0,1
3936,39350001,39360000.0,"[39356363, 39357961]",0,6
3938,39370001,39380000.0,"[39370922, 39376819, 39378830]",3,40
3939,39380001,39390000.0,"[39381843, 39384425, 39388109, 39389103]",2,41
3940,39390001,39400000.0,"[39381843, 39384425, 39389103, 39393331]",1,15
3941,39400001,39410000.0,"[39401241, 39404486, 39407251]",0,4
3942,39410001,39420000.0,"[39407251, 39417883]",0,2
3943,39420001,39430000.0,[39407251],0,1
3944,39430001,39440000.0,"[39433954, 39435545, 39436800]",0,7
3945,39440001,39450000.0,"[39443617, 39446817, 39449194]",0,5
3946,39450001,39460000.0,"[39443617, 39451807, 39459348]",0,5
3947,39460001,39470000.0,"[39451807, 39459348, 39465681]",0,3
3948,39470001,39480000.0,"[39451807, 39474527]",0,2
3949,39480001,39490000.0,[39485278],2,20
3950,39490001,39500000.0,"[39490412, 39491313, 39493356, 39495076]",10,102
3951,39500001,39510000.0,"[39501572, 39509531]",0,2
3952,39510001,39520000.0,"[39509531, 39513986, 39519441]",0,3
3953,39520001,39530000.0,"[39519441, 39523141]",0,2
3954,39530001,39540000.0,"[39523141, 39533662, 39534568, 39537280, 39538342]",0,7
3955,39540001,39550000.0,"[39541759, 39543973]",0,3
3956,39550001,39560000.0,[39558523],5,64
3957,39560001,39570000.0,"[39560938, 39565549, 39565681, 39566891]",13,128
3958,39570001,39580000.0,"[39570008, 39572328, 39578255]",1,2
3959,39580001,39590000.0,"[39578255, 39580867]",1,4
3960,39590001,39600000.0,"[39594152, 39598440]",0,2
3961,39600001,39610000.0,"[39594152, 39605862, 39606166]",0,4
3962,39610001,39620000.0,"[39594152, 39611050]",0,2
3963,39620001,39630000.0,"[39594152, 39623226]",0,2
3964,39630001,39640000.0,"[39594152, 39631792]",0,2
3965,39640001,39650000.0,"[39594152, 39640471]",0,4
3966,39650001,39660000.0,"[39654454, 39658498, 39659680]",0,23
3967,39660001,39670000.0,[39658498],0,20
3968,39670001,39680000.0,[39673551],0,1
3969,39680001,39690000.0,"[39684957, 39685465, 39686611]",1,2
3970,39690001,39700000.0,"[39685465, 39695176]",2,14
3971,39700001,39710000.0,"[39701325, 39703871]",10,121
3973,39720001,39730000.0,[39720352],0,8
3974,39730001,39740000.0,"[39735129, 39738175, 39738940]",0,5
3976,39750001,39760000.0,"[39750357, 39757990]",0,2
3977,39760001,39770000.0,"[39757990, 39763588]",1,2
3978,39770001,39780000.0,"[39757990, 39773820, 39775014]",2,27
3979,39780001,39790000.0,"[39757990, 39781052, 39783564, 39787058, 39787932]",10361,136182
3980,39790001,39800000.0,"[39757990, 39799508]",0,35
3981,39800001,39810000.0,"[39757990, 39799508, 39805212, 39806673]",0,37
3982,39810001,39820000.0,"[39805212, 39816741, 39818612]",0,3
3983,39820001,39830000.0,"[39818612, 39821892]",1,9
3984,39830001,39840000.0,"[39818612, 39831706, 39832312, 39832970]",1,5
3985,39840001,39850000.0,"[39818612, 39832970, 39843230, 39848640]",1,3
3986,39850001,39860000.0,"[39854791, 39856192]",1,3
3990,39890001,39900000.0,"[39890541, 39892695, 39896133]",1,12
3991,39900001,39910000.0,"[39890541, 39896133, 39900190, 39902191, 39903585]",1,26
3992,39910001,39920000.0,"[39890541, 39896133, 39902191, 39911167]",1,13
3993,39920001,39930000.0,"[39890541, 39896133, 39902191, 39921815, 39925114, 39925409]",1,18
3994,39930001,39940000.0,"[39890541, 39896133, 39902191]",1,12
3995,39940001,39950000.0,"[39890541, 39902191, 39943307, 39946643, 39947214, 39948215]",1,50
3996,39950001,39960000.0,"[39890541, 39902191, 39947214, 39953416, 39953580]",3,41
3997,39960001,39970000.0,"[39890541, 39902191, 39960742, 39960782]",0,13
3998,39970001,39980000.0,"[39890541, 39902191, 39970182]",0,12
3999,39980001,39990000.0,"[39890541, 39902191]",0,11
4000,39990001,40000000.0,[39902191],0,1
4001,40000001,40010000.0,[39902191],0,1
4002,40010001,40020000.0,"[39902191, 40011934, 40014850]",0,3
4003,40020001,40030000.0,"[39902191, 40011934, 40014850, 40023226, 40023395, 40028969]",0,9
4004,40030001,40040000.0,"[40011934, 40028969, 40030222, 40031029, 40031833, 40033837, 40039462]",2,26
4005,40040001,40050000.0,[40031833],0,1
4006,40050001,40060000.0,[40053500],0,3
4007,40060001,40070000.0,"[40060995, 40063009, 40066691, 40069690]",1,3
4008,40070001,40080000.0,"[40060995, 40069690, 40072304]",0,3
4009,40080001,40090000.0,"[40060995, 40072304, 40080724]",0,3
4011,40100001,40110000.0,"[40104459, 40105574, 40109815]",0,3
4012,40110001,40120000.0,"[40109815, 40118915]",1,3
4013,40120001,40130000.0,[40118915],1,2
4014,40130001,40140000.0,[40118915],1,2
4015,40140001,40150000.0,[40118915],1,2
4017,40160001,40170000.0,"[40162896, 40163093, 40163396, 40165776, 40168469]",21,272
4018,40170001,40180000.0,"[40163396, 40168469]",0,2
4019,40180001,40190000.0,"[40163396, 40180436, 40184911, 40189124]",0,10
4020,40190001,40200000.0,"[40163396, 40198255]",0,2
4021,40200001,40210000.0,"[40163396, 40198255, 40202159, 40202647, 40207573]",0,9
4022,40210001,40220000.0,"[40163396, 40202647, 40213133]",0,9
4023,40220001,40230000.0,"[40163396, 40220041]",0,2
4024,40230001,40240000.0,"[40163396, 40231623, 40238828]",1,2
4025,40240001,40250000.0,"[40163396, 40238828, 40241752]",0,3
4026,40250001,40260000.0,[40163396],0,1
4027,40260001,40270000.0,"[40163396, 40261652, 40263401, 40269912]",1,5
4028,40270001,40280000.0,"[40163396, 40269912, 40277569]",1,4
4029,40280001,40290000.0,"[40163396, 40281305, 40284069, 40286527]",0,14
4030,40290001,40300000.0,"[40163396, 40298215]",0,2
4031,40300001,40310000.0,"[40298215, 40301605, 40304840]",12,126
4032,40310001,40320000.0,"[40312820, 40316881]",2,80
4033,40320001,40330000.0,"[40316881, 40327230]",0,3
4034,40330001,40340000.0,"[40316881, 40327230, 40331442]",0,4
4035,40340001,40350000.0,"[40316881, 40327230, 40341205, 40347716]",0,8
4036,40350001,40360000.0,"[40316881, 40327230, 40354200]",0,4
4037,40360001,40370000.0,"[40316881, 40327230, 40365111, 40366376, 40367429, 40368382, 40369629]",1,16
4038,40370001,40380000.0,"[40316881, 40327230, 40366376, 40367429, 40369629, 40372622, 40379633, 40379764]",0,9
4039,40380001,40390000.0,"[40316881, 40327230, 40366376, 40367429, 40379633, 40379764, 40384253, 40385031, 40385588, 40385742, 40389249, 40389759]",0,16
4040,40390001,40400000.0,"[40316881, 40327230, 40366376, 40367429, 40379633, 40385588, 40389249, 40389759, 40395263]",0,11
4041,40400001,40410000.0,"[40327230, 40366376, 40379633, 40385588, 40395263, 40404051, 40406483, 40406965, 40407703]",0,13
4042,40410001,40420000.0,"[40327230, 40366376, 40379633, 40385588, 40415060]",0,8
4043,40420001,40430000.0,"[40327230, 40366376, 40379633, 40385588, 40429971]",1,5
4044,40430001,40440000.0,"[40327230, 40366376, 40379633, 40385588, 40429971, 40430255, 40439549]",1,16
4045,40440001,40450000.0,"[40327230, 40366376, 40379633, 40385588, 40429971, 40439549, 40449189]",1,16
4046,40450001,40460000.0,"[40327230, 40366376, 40379633, 40385588, 40429971, 40454729]",2,16
4047,40460001,40470000.0,"[40366376, 40379633, 40385588, 40429971, 40467294]",2,4
4048,40470001,40480000.0,"[40366376, 40379633, 40385588, 40429971, 40472425, 40473311, 40473895]",2,7
4049,40480001,40490000.0,"[40366376, 40379633, 40385588, 40429971, 40472425]",1,5
4050,40490001,40500000.0,"[40366376, 40379633, 40385588, 40429971, 40491566, 40492407, 40493984]",4,68
4051,40500001,40510000.0,"[40366376, 40379633, 40385588, 40491566, 40493984, 40500579]",3,67
4052,40510001,40520000.0,"[40366376, 40379633, 40493984, 40518522]",5,70
4053,40520001,40530000.0,"[40366376, 40379633, 40518522, 40526105, 40529187]",3,20
4054,40530001,40540000.0,"[40379633, 40518522, 40526105, 40535078, 40536634]",4,8
4055,40540001,40550000.0,"[40518522, 40535078, 40540157, 40545515]",3,8
4056,40550001,40560000.0,"[40518522, 40535078, 40540157, 40545515, 40558123]",3,9
4057,40560001,40570000.0,"[40518522, 40540157, 40545515, 40558123, 40566386]",2,10
4058,40570001,40580000.0,"[40518522, 40540157, 40545515, 40558123, 40570330, 40574871, 40575047, 40575773, 40579722]",5,56
4059,40580001,40590000.0,"[40545515, 40574871, 40575047, 40579722]",0,5
4060,40590001,40600000.0,"[40545515, 40574871, 40579722, 40590562, 40592741]",2,11
4061,40600001,40610000.0,"[40545515, 40574871, 40579722, 40590562]",1,6
4062,40610001,40620000.0,"[40545515, 40579722, 40590562, 40613547, 40614199]",1,11
4063,40620001,40630000.0,"[40545515, 40579722, 40590562, 40613547, 40620131, 40622323, 40623225, 40623469, 40626478]",1,16
4064,40630001,40640000.0,"[40579722, 40590562, 40623225, 40623469, 40626478, 40630274]",1,9
4065,40640001,40650000.0,"[40579722, 40590562, 40623225, 40642067, 40643892, 40645713]",1,27
4066,40650001,40660000.0,"[40579722, 40590562, 40623225, 40655600, 40657990]",1,6
4067,40660001,40670000.0,"[40579722, 40590562, 40623225, 40655600, 40657990, 40666102]",1,7
4068,40670001,40680000.0,"[40579722, 40590562, 40623225, 40655600, 40657990, 40666102, 40678179]",1,9
4069,40680001,40690000.0,"[40590562, 40623225, 40655600, 40657990, 40666102]",1,6
4070,40690001,40700000.0,"[40590562, 40623225, 40655600, 40657990, 40666102, 40690755, 40691187, 40692913]",1,10
4071,40700001,40710000.0,"[40590562, 40623225, 40655600, 40657990, 40666102, 40690755, 40706918]",1,8
4072,40710001,40720000.0,"[40590562, 40623225, 40655600, 40657990, 40666102, 40690755, 40710939, 40711851, 40713390, 40718799]",3,21
4073,40720001,40730000.0,"[40590562, 40623225, 40655600, 40657990, 40690755, 40711851, 40713390, 40718799, 40727716, 40727922]",3,21
4074,40730001,40740000.0,"[40623225, 40657990, 40690755, 40713390, 40718799, 40727716, 40727922, 40732936, 40735330, 40736277]",8,78
4075,40740001,40750000.0,"[40623225, 40657990, 40690755, 40713390, 40718799, 40727716, 40727922, 40735330, 40736277, 40742002, 40747096]",18,193
4076,40750001,40760000.0,"[40623225, 40657990, 40690755, 40713390, 40718799, 40727716, 40727922, 40736277, 40742002, 40756125, 40756494, 40757223, 40757228]",8,81
4077,40760001,40770000.0,"[40623225, 40657990, 40690755, 40713390, 40718799, 40727716, 40727922, 40742002, 40757223, 40760045, 40761019, 40764647, 40764984, 40767167, 40767463, 40769898]",3,78
4078,40770001,40780000.0,"[40623225, 40657990, 40690755, 40713390, 40718799, 40727716, 40727922, 40742002, 40761019, 40764647, 40764984, 40767167, 40769898, 40771783, 40772791, 40773916, 40777726]",2,76
4079,40780001,40790000.0,"[40623225, 40657990, 40690755, 40713390, 40718799, 40727716, 40727922, 40764647, 40764984, 40771783]",2,20
4080,40790001,40800000.0,"[40657990, 40690755, 40713390, 40727716, 40727922, 40764647, 40764984, 40771783, 40793671, 40795295, 40797048, 40797254]",1,30
4081,40800001,40810000.0,"[40657990, 40690755, 40713390, 40727716, 40727922, 40764647, 40764984, 40771783, 40793671, 40797048, 40797254, 40804670, 40805675, 40806891]",0,36
4082,40810001,40820000.0,"[40657990, 40713390, 40727716, 40764647, 40764984, 40771783, 40793671, 40804670, 40806891, 40818721]",8,103
4083,40820001,40830000.0,"[40657990, 40713390, 40764647, 40764984, 40771783, 40793671, 40822686, 40825314, 40825420, 40826571]",0,23
4084,40830001,40840000.0,"[40764647, 40764984, 40771783, 40830232, 40837249, 40837344]",0,8
4085,40840001,40850000.0,"[40764647, 40764984, 40771783, 40837344, 40844085, 40844359, 40849211]",0,10
4086,40850001,40860000.0,"[40764984, 40771783, 40857113]",0,3
4087,40860001,40870000.0,"[40764984, 40771783, 40862159, 40864986, 40868089, 40868516]",0,37
4088,40870001,40880000.0,"[40764984, 40771783, 40868089, 40870510, 40873090, 40879017]",3,8
4089,40880001,40890000.0,"[40771783, 40879017, 40885247]",0,3
4090,40890001,40900000.0,"[40771783, 40879017]",0,2
4091,40900001,40910000.0,"[40771783, 40879017, 40902429, 40907754, 40908340]",0,5
4092,40910001,40920000.0,"[40771783, 40879017, 40902429, 40917566]",1,6
4093,40920001,40930000.0,"[40771783, 40879017, 40902429, 40917566, 40920042, 40922464, 40922607, 40922710, 40923415, 40927674]",91,1071
4094,40930001,40940000.0,"[40771783, 40879017, 40923415, 40930447, 40932670, 40933342]",0,9
4095,40940001,40950000.0,"[40771783, 40879017, 40923415, 40930447, 40932670, 40933342, 40942428, 40944842]",0,18
4096,40950001,40960000.0,"[40771783, 40879017, 40923415, 40932670, 40933342, 40952028, 40957279]",0,10
4097,40960001,40970000.0,"[40879017, 40932670, 40933342, 40957279, 40961445, 40962294, 40966211]",2,16
4098,40970001,40980000.0,"[40932670, 40933342, 40957279, 40971171, 40977476]",1,14
4099,40980001,40990000.0,"[40933342, 40957279, 40982040, 40982925, 40984097, 40985468, 40988486, 40989228]",10589,139497
4100,40990001,41000000.0,"[40933342, 40957279, 40982925, 40989228, 40995209, 40998273]",0,14
4101,41000001,41010000.0,"[40933342, 40957279, 40982925, 40989228, 40998273, 41004816, 41009539]",1,14
4102,41010001,41020000.0,"[40933342, 40957279, 40982925, 41009539, 41011739]",1,10
4103,41020001,41030000.0,"[40933342, 40957279, 40982925, 41020024, 41023614]",1,22
4104,41030001,41040000.0,"[40933342, 40957279, 40982925, 41031044, 41033608]",0,9
4105,41040001,41050000.0,"[40933342, 40982925, 41047522]",0,3
4106,41050001,41060000.0,"[40933342, 40982925, 41059106]",0,6
4107,41060001,41070000.0,"[40933342, 40982925, 41059106]",0,6
4108,41070001,41080000.0,"[40933342, 40982925, 41071022, 41075014]",5837,78169
4109,41080001,41090000.0,"[40933342, 40982925, 41071022, 41082131, 41084860]",0,5
4110,41090001,41100000.0,"[41071022, 41092515, 41095200, 41098064, 41099769]",1,16
4111,41100001,41110000.0,"[41095200, 41098064, 41100080, 41102273, 41102633]",0,9
4112,41110001,41120000.0,"[41095200, 41098064, 41111035, 41112476, 41113186, 41113444, 41113952, 41119175]",1,9
4113,41120001,41130000.0,"[41095200, 41098064, 41113186, 41113444, 41119175, 41128445]",1,5
4114,41130001,41140000.0,"[41095200, 41098064, 41113186, 41113444, 41128445]",0,5
4115,41140001,41150000.0,"[41095200, 41098064, 41113186, 41113444, 41128445, 41145616, 41149387]",1,17
4116,41150001,41160000.0,"[41095200, 41098064, 41113186, 41113444, 41128445, 41149387, 41150437, 41155466]",1,20
4117,41160001,41170000.0,"[41095200, 41098064, 41113186, 41113444, 41128445, 41160498, 41161613, 41163114, 41167727]",0,21
4118,41170001,41180000.0,"[41095200, 41098064, 41113186, 41113444, 41128445, 41163114, 41176881]",0,19
4119,41180001,41190000.0,"[41098064, 41113186, 41113444, 41128445, 41163114, 41176881, 41183773, 41185579, 41187236, 41189240]",0,27
4120,41190001,41200000.0,"[41098064, 41113186, 41128445, 41183773, 41189240, 41192632, 41198895]",0,16
4121,41200001,41210000.0,"[41113186, 41128445, 41183773, 41205633]",0,8
4122,41210001,41220000.0,"[41128445, 41183773, 41205633, 41214763]",0,8
4123,41220001,41230000.0,[41128445],0,1
4124,41230001,41240000.0,"[41128445, 41233311, 41236871]",1,4
4125,41240001,41250000.0,"[41233311, 41244659, 41246101, 41246579, 41248612]",1,11
4126,41250001,41260000.0,"[41233311, 41246101, 41255980, 41258511]",1,10
4127,41260001,41270000.0,"[41233311, 41255980, 41269331]",1,5
4128,41270001,41280000.0,"[41233311, 41269331, 41272148]",1,5
4129,41280001,41290000.0,"[41269331, 41272148, 41280204, 41280513, 41282132, 41286587, 41288366]",7851,102621
4130,41290001,41300000.0,"[41288366, 41291299]",0,3
4133,41320001,41330000.0,"[41320140, 41321954, 41328078, 41328136, 41329191]",0,6
4135,41340001,41350000.0,"[41340190, 41341011, 41341967, 41345501, 41347326, 41349603]",71,980
4137,41360001,41370000.0,"[41360371, 41366023, 41367706]",0,50
4138,41370001,41380000.0,"[41367706, 41376464]",0,8
4139,41380001,41390000.0,"[41385696, 41388329]",1,5
4140,41390001,41400000.0,"[41394082, 41395724, 41397386]",1,2
4141,41400001,41410000.0,"[41405260, 41406454, 41406676]",0,7
4142,41410001,41420000.0,"[41411084, 41414993, 41416725]",0,3
4143,41420001,41430000.0,"[41416725, 41427493]",0,3
4144,41430001,41440000.0,"[41427493, 41432689, 41436926]",0,4
4145,41440001,41450000.0,[41445463],0,1
4146,41450001,41460000.0,"[41452229, 41454181]",3,40
4147,41460001,41470000.0,"[41463627, 41464772, 41469232, 41469398]",0,10
4148,41470001,41480000.0,"[41469232, 41469398]",0,7
4149,41480001,41490000.0,"[41484695, 41485032]",6,79
4152,41510001,41520000.0,"[41512651, 41516448]",0,5
4153,41520001,41530000.0,"[41524243, 41526325, 41527224]",1,2
4154,41530001,41540000.0,"[41527224, 41538527]",0,2
4155,41540001,41550000.0,[41541707],0,1
4156,41550001,41560000.0,"[41553247, 41553338, 41557447]",0,4
4157,41560001,41570000.0,"[41557447, 41560454, 41560886]",2,17
4159,41580001,41590000.0,"[41582187, 41584146, 41586120]",0,8
4161,41600001,41610000.0,"[41605145, 41605631, 41606903]",0,8
4162,41610001,41620000.0,"[41611055, 41616866]",0,10
4163,41620001,41630000.0,"[41625279, 41628941]",0,4
4164,41630001,41640000.0,"[41625279, 41628941, 41637282, 41638616]",0,7
4165,41640001,41650000.0,"[41625279, 41642936]",0,4
4167,41660001,41670000.0,"[41661359, 41662458, 41666121, 41668177]",0,6
4168,41670001,41680000.0,"[41662458, 41678154]",1,5
4169,41680001,41690000.0,"[41662458, 41684643, 41685295, 41689718]",0,10
4170,41690001,41700000.0,"[41685295, 41689718, 41691329]",0,8
4171,41700001,41710000.0,"[41705207, 41705491, 41708200, 41708987]",678,9265
4172,41710001,41720000.0,"[41710373, 41711329, 41711752, 41718271]",0,10
4173,41720001,41730000.0,[41727228],0,33
4174,41730001,41740000.0,"[41737591, 41738113, 41738617]",1,2
4175,41740001,41750000.0,"[41738113, 41741741, 41743563, 41744428]",1,5
4177,41760001,41770000.0,[41769055],0,1
4178,41770001,41780000.0,"[41769055, 41774287, 41779816]",0,5
4179,41780001,41790000.0,"[41779816, 41787389, 41787903, 41788339, 41789405]",0,9
4180,41790001,41800000.0,"[41788339, 41789405, 41796646]",5837,76308
4181,41800001,41810000.0,"[41800730, 41807274]",5457,71586
4182,41810001,41820000.0,"[41810069, 41817971, 41817984]",2,30
4183,41820001,41830000.0,"[41817984, 41820143, 41821812, 41825438, 41827191]",0,5
4184,41830001,41840000.0,"[41830675, 41837432]",0,2
4185,41840001,41850000.0,"[41830675, 41843674, 41847594, 41847672]",0,6
4186,41850001,41860000.0,"[41847672, 41854198, 41856698]",3,50
4187,41860001,41870000.0,"[41854198, 41856698]",3,48
4188,41870001,41880000.0,"[41878006, 41879406]",0,3
4189,41880001,41890000.0,"[41881665, 41882398, 41884447, 41888467, 41889273]",0,15
4190,41890001,41900000.0,"[41881665, 41882398, 41892797, 41895418, 41895546, 41898958]",287,3922
4191,41900001,41910000.0,"[41895546, 41903669, 41905597, 41906746, 41908140]",0,5
4192,41910001,41920000.0,"[41895546, 41908140, 41913281]",0,4
4193,41920001,41930000.0,"[41895546, 41922820, 41927346, 41928498]",0,4
4194,41930001,41940000.0,"[41895546, 41938237, 41939775]",0,3
4195,41940001,41950000.0,"[41895546, 41938237]",0,2
4196,41950001,41960000.0,"[41895546, 41938237, 41950348, 41950681, 41951276, 41951901, 41953368, 41954565]",0,14
4197,41960001,41970000.0,"[41895546, 41938237, 41950681, 41961439, 41962889, 41968509, 41968514, 41968606]",4,98
4198,41970001,41980000.0,"[41895546, 41938237, 41962889, 41968514, 41971973, 41972486, 41976164, 41977254, 41979099, 41979972]",0,19
4199,41980001,41990000.0,"[41895546, 41976164, 41979972, 41986020]",0,7
4200,41990001,42000000.0,[41895546],0,1
4201,42000001,42010000.0,"[41895546, 42000914]",0,2
4202,42010001,42020000.0,"[41895546, 42011669]",2,7
4203,42020001,42030000.0,"[41895546, 42011669]",2,7
4204,42030001,42040000.0,"[41895546, 42011669, 42030066, 42031813, 42033871, 42037600, 42038312, 42039821]",3,13
4205,42040001,42050000.0,"[41895546, 42011669, 42039821, 42042310, 42046491, 42046560]",2,12
4206,42050001,42060000.0,"[41895546, 42056175, 42056611]",46,607
4207,42060001,42070000.0,"[42064881, 42066617]",0,4
4208,42070001,42080000.0,"[42072371, 42072795, 42077277]",1,13
4209,42080001,42090000.0,"[42077277, 42082265, 42082928, 42087034]",0,12
4210,42090001,42100000.0,"[42092483, 42094513, 42095698]",2,8
4211,42100001,42110000.0,"[42104028, 42107738, 42108527, 42109258]",0,11
4212,42110001,42120000.0,"[42107738, 42108527, 42109258, 42117933]",0,10
4213,42120001,42130000.0,"[42109258, 42128564, 42128658, 42129956]",1,19
4214,42130001,42140000.0,"[42128564, 42128658, 42129956, 42134599]",3805,49632
4215,42140001,42150000.0,"[42129956, 42147459]",2,26
4216,42150001,42160000.0,"[42150456, 42153869]",0,2
4217,42160001,42170000.0,"[42153869, 42168141]",0,2
4218,42170001,42180000.0,"[42153869, 42174964, 42175201]",0,6
4219,42180001,42190000.0,"[42153869, 42186181]",2,44
4220,42190001,42200000.0,"[42153869, 42195558]",0,2
4221,42200001,42210000.0,"[42153869, 42202148]",0,4
4222,42210001,42220000.0,"[42153869, 42202148, 42210517, 42211669, 42218014]",20,211
4223,42220001,42230000.0,"[42153869, 42202148, 42221433]",1,5
4224,42230001,42240000.0,"[42153869, 42235549, 42239369]",0,9
4225,42240001,42250000.0,"[42153869, 42235549, 42239369, 42245178]",0,10
4226,42250001,42260000.0,"[42153869, 42235549, 42250702, 42256630, 42259323]",0,11
4227,42260001,42270000.0,"[42235549, 42250702, 42263148, 42268059, 42269560]",8,98
4228,42270001,42280000.0,"[42235549, 42250702, 42263148, 42269560, 42273197, 42276015, 42276455, 42278595]",9,121
4229,42280001,42290000.0,"[42235549, 42250702, 42263148, 42283381]",8,97
4230,42290001,42300000.0,"[42235549, 42263148, 42283381, 42290223, 42293187, 42299073]",9,101
4231,42300001,42310000.0,"[42235549, 42263148, 42283381, 42305251, 42308299]",8,99
4232,42310001,42320000.0,[42235549],0,7
4233,42320001,42330000.0,"[42235549, 42323602, 42326786, 42327117, 42327282]",1,12
4234,42330001,42340000.0,"[42326786, 42327282, 42333097]",1,4
4235,42340001,42350000.0,"[42326786, 42343962, 42346403]",3,19
4236,42350001,42360000.0,"[42353719, 42355515, 42358161, 42358873]",2,19
4237,42360001,42370000.0,"[42355515, 42358161, 42358873, 42360123, 42367042]",1,19
4239,42380001,42390000.0,"[42381448, 42384998, 42386321, 42386869]",1,3
4240,42390001,42400000.0,"[42386869, 42390791, 42391778, 42392496, 42394737]",0,11
4241,42400001,42410000.0,[42407021],0,2
4242,42410001,42420000.0,"[42412190, 42415926, 42417821]",35,590
4243,42420001,42430000.0,"[42423686, 42429069]",0,5
4244,42430001,42440000.0,"[42432395, 42433335, 42434038]",0,8
4245,42440001,42450000.0,"[42433335, 42442548]",10494,137901
4247,42460001,42470000.0,[42465859],0,1
4248,42470001,42480000.0,"[42465859, 42477504, 42479113]",0,6
4249,42480001,42490000.0,"[42465859, 42479113, 42481562, 42485453, 42488179]",1,13
4250,42490001,42500000.0,"[42479113, 42491346, 42498886]",0,6
4251,42500001,42510000.0,"[42479113, 42498886, 42503528, 42505740]",0,11
4252,42510001,42520000.0,"[42479113, 42513955]",5,46
4253,42520001,42530000.0,"[42479113, 42522378, 42526523, 42529002, 42529693]",2,14
4254,42530001,42540000.0,"[42479113, 42529002, 42529693]",0,8
4255,42540001,42550000.0,[42479113],0,4
4256,42550001,42560000.0,"[42554806, 42555137, 42555933, 42556760]",0,7
4257,42560001,42570000.0,[42554806],0,2
4258,42570001,42580000.0,"[42578705, 42579936]",0,5
4259,42580001,42590000.0,"[42578705, 42579936, 42589906]",0,6
4260,42590001,42600000.0,[42589906],0,1
4261,42600001,42610000.0,[42602308],0,4
4262,42610001,42620000.0,"[42610562, 42617112, 42617620]",0,5
4263,42620001,42630000.0,"[42617620, 42626939]",0,3
4264,42630001,42640000.0,"[42617620, 42626939, 42637062]",1,3
4265,42640001,42650000.0,"[42626939, 42641260, 42649684]",0,11
4266,42650001,42660000.0,"[42626939, 42649684, 42652615]",3,115
4267,42660001,42670000.0,"[42626939, 42661199]",0,2
4268,42670001,42680000.0,[42626939],0,1
4269,42680001,42690000.0,"[42626939, 42686617, 42687679]",0,17
4270,42690001,42700000.0,"[42626939, 42687679, 42691502, 42693113]",0,7
4271,42700001,42710000.0,"[42626939, 42704938, 42707418]",1,8
4272,42710001,42720000.0,"[42626939, 42713488]",0,4
4273,42720001,42730000.0,"[42626939, 42724205]",0,5
4274,42730001,42740000.0,"[42626939, 42730980, 42737014]",11,124
